book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,,genre
6688,10507,10507,234717,119,156029065,9.78016E+12,"Umberto Eco, William Weaver, R.C.S. Libri",2000,Baudolino,Baudolino,en-US,3.71,13941,16184,760,405,1424,4572,5848,3935,https://images.gr-assets.com/books/1479698120m/10507.jpg,https://images.gr-assets.com/books/1479698120s/10507.jpg,,history
8576,25624089,25624089,45436495,12,,,"Bill O'Reilly, Martin Dugard",2015,Killing Reagan,Killing Reagan: The Violent Assault That Changed a Presidency,eng,4.08,9794,10919,1174,164,344,1903,4598,3910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,history
2021,690926,690926,3187048,5,316003727,9.78032E+12,Stephenie Meyer,2007,"The Twilight Collection (Twilight, #1-3)","The Twilight Collection (Twilight, #1-3)",eng,3.78,42361,42383,1127,4560,3613,6924,8607,18679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,adult
9055,25790,25790,26510,6,618640142,9.78062E+12,"Alan Lee, Ian McKellen",2005,The Lord of the Rings Sketchbook,The Lord of the Rings Sketchbook,eng,4.26,9067,9151,65,268,357,1245,2123,5158,https://images.gr-assets.com/books/1416453209m/25790.jpg,https://images.gr-assets.com/books/1416453209s/25790.jpg,,art
953,5091,5091,6309701,105,1416524525,9.78142E+12,Stephen King,2004,The Dark Tower,"The Dark Tower (The Dark Tower, #7)",en-US,4.27,93296,104085,3945,1630,3759,13375,31203,54118,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg,,fantasy
5360,23846013,23846013,42990051,32,399167846,9.7804E+12,Marie Lu,2015,The Rose Society,"The Rose Society (The Young Elites, #2)",eng,4.11,27655,29973,4635,270,1139,5272,11606,11686,https://images.gr-assets.com/books/1443368070m/23846013.jpg,https://images.gr-assets.com/books/1443368070s/23846013.jpg,,adult
3858,884288,884288,22431183,69,61056901,9.78006E+12,Terry Pratchett,1994,Interesting Times,"Interesting Times (Discworld, #17; Rincewind #5)",en-US,4.17,26733,31905,667,126,661,5613,12693,12812,https://images.gr-assets.com/books/1430881376m/884288.jpg,https://images.gr-assets.com/books/1430881376s/884288.jpg,,comic
5862,73064,73064,1615880,44,60734574,9.78006E+12,Susan Elizabeth Phillips,2004,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,25474,27397,1341,211,806,4829,10433,11118,https://images.gr-assets.com/books/1308742575m/73064.jpg,https://images.gr-assets.com/books/1308742575s/73064.jpg,,romance
3146,20819682,20819682,40165571,88,1101874082,9.7811E+12,Paulo Coelho,2014,Adultério,Adultery,eng,3.01,24797,32317,3412,3996,6824,10484,6761,4252,https://images.gr-assets.com/books/1406247571m/20819682.jpg,https://images.gr-assets.com/books/1406247571s/20819682.jpg,,fiction
3306,34053,34053,2475078,598,517266555,9.78052E+12,Rudyard Kipling,1902,Just So Stories for Little Children,Just So Stories,,4.09,35708,38592,1020,431,1511,7688,13308,15654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,children
3007,24472,24472,2328437,53,140006466X,9.7814E+12,Lisa See,2007,Peony in Love,Peony in Love,eng,3.59,34044,37399,4089,1469,4139,10908,12729,8154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,history
9002,402017,402017,391419,6,761117199,9.78076E+12,"Anne Byrn, Anthony Loew",1999,The Cake Mix Doctor,The Cake Mix Doctor,,3.95,9660,9730,102,308,653,2092,2793,3884,https://images.gr-assets.com/books/1404582048m/402017.jpg,https://images.gr-assets.com/books/1404582048s/402017.jpg,,cooking
7771,19631,19631,1769,26,312241224,9.78031E+12,Lorrie Moore,1998,Birds of America: Stories,Birds of America,eng,4.12,10768,11602,976,140,476,1923,4416,4647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,fiction
7439,820480,820480,2831944,46,1405092726,9.78141E+12,C.J. Sansom,2008,Revelation,"Revelation (Matthew Shardlake, #4)",eng,4.32,11868,14266,752,48,209,1613,5696,6700,https://images.gr-assets.com/books/1327170369m/820480.jpg,https://images.gr-assets.com/books/1327170369s/820480.jpg,,mystery
7943,522471,522471,510354,30,142404241,9.78014E+12,Joan Bauer,2000,Hope Was Here,Hope Was Here,eng,4,14954,15670,1340,217,738,3408,5832,5475,https://images.gr-assets.com/books/1309211597m/522471.jpg,https://images.gr-assets.com/books/1309211597s/522471.jpg,,fiction
9239,141935,141935,136898,24,618065687,9.78062E+12,"Margret Rey, H.A. Rey, Martha Weston",2003,Curious George Visits the Library,Curious George Visits the Library,en-US,4.25,10561,10629,71,134,368,1927,2486,5714,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,children
1057,5348,5348,2777175,114,440234743,9.78044E+12,John Grisham,1999,The Testament,The Testament,,3.83,80377,86213,2264,1012,5098,24899,31881,23323,https://images.gr-assets.com/books/1403174228m/5348.jpg,https://images.gr-assets.com/books/1403174228s/5348.jpg,,Thriller
3155,18114060,18114060,25441290,73,525953493,9.78053E+12,Harlan Coben,2014,Missing Υou,Missing You,eng,3.95,24925,33190,3222,372,1335,7150,14937,9396,https://images.gr-assets.com/books/1373737793m/18114060.jpg,https://images.gr-assets.com/books/1373737793s/18114060.jpg,,mystery
3788,40067,40067,1757108,39,1400080665,9.7814E+12,Erik Larson,2006,Thunderstruck,Thunderstruck,en-US,3.67,24760,27979,3402,347,1952,9255,11516,4909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,history
9190,14367051,14367051,20009001,5,1442472057,9.78144E+12,Cassandra Clare,2012,,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",,4.59,10426,11483,264,114,147,826,2137,8259,https://images.gr-assets.com/books/1344663518m/14367051.jpg,https://images.gr-assets.com/books/1344663518s/14367051.jpg,,adult
7826,12722,12722,21887652,113,141185538,9.78014E+12,John Steinbeck,1942,The Moon Is Down,The Moon Is Down,eng,3.87,12809,14721,1051,166,734,3867,5998,3956,https://images.gr-assets.com/books/1327961310m/12722.jpg,https://images.gr-assets.com/books/1327961310s/12722.jpg,,fiction
7540,29393,29393,522136,9,316787531,9.78032E+12,Michael Azerrad,2001,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,,4.2,10562,10904,563,233,335,1394,3987,4955,https://images.gr-assets.com/books/1168029429m/29393.jpg,https://images.gr-assets.com/books/1168029429s/29393.jpg,,culture
7232,70241,70241,68058,81,312420331,9.78031E+12,J.G. Ballard,1973,Crash,Crash,en-CA,3.58,13217,15187,925,825,1804,3900,5091,3567,https://images.gr-assets.com/books/1281416649m/70241.jpg,https://images.gr-assets.com/books/1281416649s/70241.jpg,,fiction
